Suspensions_Per_100_Students_Year_1_Pct,Student_Attendance_Year_1_Pct,One_Year_Dropout_Rate_Year_1_Pct,Freshmen_On_Track_CPS_Pct_Year_1,Graduation_4_Year_CPS_Pct_Year_1,College_Enrollment_CPS_Pct_Year_1,Chronic_Truancy_Pct,Latitude,Longitude
0.8,94.3,,,,,4.4,41.795646,-87.642652
3.4,94.2,,,,,8.7,41.893236,-87.718797
4.5,94.6,,,,,5.4,41.808175,-87.745726
0.0,95.8,,,,,1.8,41.868576,-87.664969
0.0,95.1,,,,,4.1,42.003412,-87.697463
6.4,96.1,,,,,1.1,41.831555,-87.68131
2.7,93.9,,,,,7.9,41.970949,-87.654758
7.1,95.1,,,,,9.4,41.751946,-87.618066
8.3,82.7,7.2,88.5,79.7,67.2,57.1,41.890369,-87.767668
6.5,93.3,,,,,5.6,41.906907,-87.732443
0.3,94.3,,,,,4.8,41.993942,-87.724043
19.5,86.9,1.9,88.5,79.7,67.2,36.7,41.935634,-87.783515
32.6,80.7,3.2,88.5,79.7,67.2,49.7,41.705859,-87.653749
6.6,96.0,,,,,6.5,41.76249,-87.623345
3.1,95.9,,,,,6.3,41.867813,-87.770418
0.5,96.1,,,,,6.7,41.729673,-87.655481
0.7,94.2,,,,,6.1,41.965619,-87.772414
3.5,94.8,,,,,10.3,41.793788,-87.649795
0.6,95.3,,,,,9.8,42.017088,-87.677763
0.0,96.8,,,,,2.2,41.839595,-87.640341
0.5,96.7,,,,,3.3,41.8529,-87.683291
,89.5,5.3,88.5,79.7,67.2,17.8,41.827784,-87.624788
,64.9,45.8,,,67.2,64.1,41.938187,-87.727137
1.0,95.5,,,,,9.1,41.653733,-87.61432
1.6,94.4,,,,,9.6,41.934126,-87.656229
2.0,93.8,,,,,8.4,41.688819,-87.609431
2.8,94.4,,,,,9.1,41.77442,-87.707953
,96.0,,,,,7.6,41.966406,-87.721825
3.6,94.9,,,,,4.2,41.838027,-87.653792
0.0,94.2,,,,,8.1,41.854836,-87.648086
3.6,91.5,0.5,88.5,79.7,67.2,13.1,41.808413,-87.677541
,91.4,2.4,88.5,79.7,67.2,17.6,41.895282,-87.664483
4.8,94.3,,,,,5.9,41.783368,-87.590795
0.3,94.8,,,,,5.7,42.002959,-87.705917
,93.1,2.0,88.5,79.7,67.2,12.0,41.906879,-87.645577
0.0,95.9,,,,,1.5,41.943056,-87.778187
0.0,96.7,,,,,2.2,41.715665,-87.639305
4.3,94.1,,,,,8.5,41.845602,-87.731193
1.9,94.6,,,,,6.9,41.783826,-87.725422
2.2,94.6,,,,,11.5,41.743829,-87.542928
0.6,95.7,,,,,2.9,41.9066,-87.635513
0.5,95.8,,,,,3.8,41.917598,-87.7827
1.3,94.3,,,,,14.0,41.784942,-87.647453
0.4,95.8,,,,,1.9,41.949003,-87.651573
2.0,94.4,,,,,11.1,41.672309,-87.650539
0.0,94.1,,,,,4.6,41.773366,-87.594392
,76.1,0.0,,,,,41.753115,-87.551804
5.6,94.1,,,,,6.2,41.669444,-87.634306
,94.7,0.8,88.5,79.7,67.2,7.4,41.915214,-87.730127
1.8,95.3,,,,,3.6,41.745078,-87.717353
4.5,84.8,2.2,88.5,79.7,67.2,,41.960364,-87.764663
0.1,95.3,,,,,8.1,41.815909,-87.689647
,89.8,,,,,,41.970125,-87.78963
,95.7,,,,,2.5,41.921687,-87.776749
0.8,94.9,,,,,9.1,41.701952,-87.647652
10.2,87.0,4.1,88.5,79.7,67.2,27.6,41.80306,-87.722042
3.6,92.3,,,,,13.5,41.896713,-87.688937
0.5,93.8,,,,,6.3,41.786895,-87.732666
0.5,96.1,,,,,2.2,41.945062,-87.681041
,95.3,,,,,8.3,41.774572,-87.676147
0.0,95.6,,,,,2.1,41.950461,-87.730678
0.8,93.5,,,,,7.0,41.8239,-87.692077
1.8,94.5,,,,,6.9,41.871595,-87.683616
,65.8,29.9,,,67.2,62.9,41.90224,-87.74881
,,,,,,,41.902841,-87.687946
,92.5,2.0,88.5,79.7,67.2,26.8,41.858564,-87.708987
14.0,94.2,,,,,16.9,41.765361,-87.653018
0.0,95.4,,,,,2.7,41.92095,-87.757343
0.0,95.1,,,,,5.0,41.733132,-87.589589
0.0,93.7,0.6,,,67.2,5.6,41.941388,-87.690761
1.3,96.1,,,,,1.8,41.811069,-87.704199
,94.4,,,,,3.5,41.745365,-87.692614
0.5,97.6,,,,,0.0,41.70263,-87.606419
0.9,93.5,1.1,88.5,79.7,67.2,9.0,41.943054,-87.776847
1.9,94.2,,,,,7.7,41.757341,-87.632737
10.1,88.6,4.6,88.5,79.7,67.2,42.8,41.791013,-87.688954
3.3,97.4,2.4,88.5,79.7,67.2,6.7,41.899377,-87.694945
,95.6,5.5,88.5,79.7,67.2,4.4,42.013031,-87.674818
9.4,93.1,,,,,7.7,41.920555,-87.757854
0.0,96.3,,,,,2.4,41.970335,-87.710362
0.0,94.0,,,,,7.4,41.932511,-87.739388
3.9,92.7,,,,,15.6,41.774246,-87.653532
1.7,95.1,,,,,7.2,41.964029,-87.723128
17.9,84.8,1.2,88.5,79.7,67.2,35.1,41.692035,-87.665658
2.3,95.0,,,,,7.8,41.885321,-87.705855
,93.1,,,,,3.9,41.653663,-87.605039
4.7,96.1,,,,,4.7,41.893612,-87.759398
0.2,95.2,,,,,5.3,42.007703,-87.673168
0.4,94.9,,,,,2.8,41.9139,-87.637565
0.8,95.1,,,,,6.9,41.799046,-87.758928
1.4,93.4,,,,,10.2,41.962308,-87.663853
,94.6,,,,,6.8,41.877861,-87.698739
1.2,96.1,,,,,3.9,41.892082,-87.683185
,86.3,26.4,,,67.2,36.7,41.746287,-87.578492
0.0,96.0,,,,,4.4,41.856029,-87.65798
,90.5,0.5,88.5,79.7,67.2,21.2,41.809171,-87.730467
1.7,95.8,,,,,11.4,41.758925,-87.649217
0.0,74.0,50.5,,79.7,67.2,,41.765929,-87.69073
1.2,95.3,,,,,4.2,41.967847,-87.676288
,95.8,,,,,6.3,41.793556,-87.639967
3.3,91.2,0.5,88.5,79.7,67.2,10.8,41.782041,-87.671662
3.0,94.5,,,,,9.0,41.92091,-87.721888
0.3,91.1,,,,,13.3,41.809135,-87.627137
1.8,95.8,,,,,2.9,41.960746,-87.670922
1.2,93.8,,,,,16.6,41.781225,-87.675547
0.0,95.7,,,,,1.9,41.917993,-87.694562
4.7,93.3,,,,,9.7,41.760847,-87.576075
2.2,89.9,1.4,88.5,79.7,67.2,17.2,41.982961,-87.791547
0.0,95.8,,,,,3.5,41.776453,-87.640892
0.0,76.8,35.5,,79.7,67.2,50.1,41.691953,-87.654248
19.6,94.1,,,,,9.4,41.775424,-87.609357
,94.1,,,,,12.2,41.877248,-87.705235
1.2,94.7,,,,,6.1,41.847747,-87.700184
1.7,94.3,0.5,88.5,79.7,67.2,6.4,41.916045,-87.721742
1.6,93.9,,,,,6.0,41.775305,-87.728884
,90.4,3.8,88.5,79.7,67.2,26.4,41.895362,-87.718047
0.4,95.9,,,,,7.4,41.68666,-87.633632
7.7,96.7,,,,,4.2,41.789828,-87.622453
,,,,,,,41.827775,-87.677542
5.8,94.2,,,,,5.1,41.862081,-87.718994
2.9,92.5,,,,,7.8,41.75467,-87.645469
0.5,92.1,0.7,88.5,79.7,67.2,16.0,41.836169,-87.735278
3.0,93.7,,,,,9.8,41.714402,-87.567131
0.3,95.5,,,,,3.1,41.961721,-87.707151
4.2,91.9,,,,,16.4,41.765076,-87.658205
1.9,95.5,,,,,5.8,41.904503,-87.714234
7.1,95.9,,,,,4.9,41.859741,-87.628349
10.9,93.1,,,,,14.6,41.74034,-87.607891
,87.8,3.0,88.5,79.7,67.2,20.3,41.801762,-87.711025
1.1,93.5,,,,,12.4,41.785183,-87.608633
3.6,96.0,,,,,2.1,41.729692,-87.576643
1.6,94.1,,,,,15.5,41.883362,-87.668077
7.8,93.4,,,,,5.2,41.768555,-87.582954
,94.6,,,,,2.4,41.922415,-87.681358
6.0,92.7,,,,,12.1,41.897663,-87.765606
3.6,91.6,0.9,88.5,79.7,67.2,9.0,41.791464,-87.72447
,93.3,,,,,12.3,41.783617,-87.622068
,71.5,,,,,,41.753117,-87.550513
15.5,92.0,,,,,14.6,41.743753,-87.551862
0.2,95.3,,,,,4.7,41.971634,-87.724605
1.9,95.7,,,,,4.4,42.009664,-87.669985
2.6,93.7,,,,,5.6,41.706603,-87.647577
0.8,94.8,,,,,6.0,41.824377,-87.711654
0.9,94.8,,,,,4.3,41.771221,-87.66653
0.7,91.3,0.2,88.5,79.7,67.2,11.4,41.873066,-87.627675
0.0,94.9,,,,,6.9,41.901417,-87.633632
0.0,95.4,,,,,8.6,41.7908,-87.632279
,94.8,,,,,6.2,41.807579,-87.740097
1.6,93.9,,,,,6.2,41.780192,-87.776579
0.3,95.6,,,,,1.9,41.883215,-87.677636
3.0,95.0,,,,,3.7,41.719292,-87.6525
1.2,92.9,,,,,12.1,41.849215,-87.685668
0.0,92.9,,,,,7.7,41.748868,-87.634751
2.0,95.2,,,,,6.1,41.912718,-87.783919
0.6,94.2,,,,,4.7,41.99379,-87.793108
1.4,95.3,,,,,5.8,41.775464,-87.758803
,,,,,,,41.88055,-87.649772
,67.5,42.8,,,67.2,73.4,41.854665,-87.69543
4.1,94.9,,,,,5.6,41.728481,-87.607435
10.3,94.6,,,,,11.7,41.777511,-87.681061
6.8,95.0,,,,,9.4,41.767755,-87.590396
1.1,95.3,,,,,7.2,41.941094,-87.719541
20.0,88.7,,,,,19.7,41.873587,-87.749276
0.8,95.5,,,,,5.1,41.989139,-87.658296
0.0,95.3,,,,,5.8,41.787523,-87.708179
29.8,91.8,,,,,19.7,41.908247,-87.639827
4.2,93.6,,,,,11.4,41.753457,-87.708731
,88.3,3.3,88.5,79.7,67.2,34.8,41.748382,-87.66898
,91.6,2.4,88.5,79.7,67.2,20.8,41.745949,-87.650657
15.3,83.9,2.5,88.5,79.7,67.2,28.2,41.876947,-87.683301
10.1,92.8,2.5,88.5,79.7,67.2,13.8,41.803772,-87.590421
0.0,94.9,,,,,12.4,41.889178,-87.705108
,95.2,,,,,4.6,41.810135,-87.730495
2.4,87.7,1.6,88.5,79.7,67.2,14.7,41.813675,-87.603874
2.7,94.0,,,,,10.9,41.657405,-87.606474
0.3,95.2,,,,,6.1,41.897819,-87.746731
0.5,95.9,,,,,1.9,41.937937,-87.669853
1.1,95.2,,,,,3.0,41.975894,-87.683264
0.0,94.8,,,,,6.3,41.829669,-87.671492
0.4,93.5,0.9,88.5,79.7,67.2,5.7,41.981315,-87.708708
47.7,85.3,6.3,88.5,79.7,67.2,37.3,41.70666,-87.601216
0.8,94.5,,,,,7.9,41.798465,-87.625692
0.6,95.5,,,,,7.0,41.805542,-87.725856
11.9,87.8,0.5,88.5,79.7,67.2,27.3,41.75375,-87.707345
0.9,95.4,,,,,3.2,41.923323,-87.705413
0.0,95.4,,,,,4.5,41.847941,-87.697316
0.5,92.8,,,,,9.2,41.891806,-87.665426
10.4,91.9,,,,,15.6,41.905294,-87.685756
9.8,92.8,,,,,13.4,41.87987,-87.680315
,94.6,0.3,88.5,79.7,67.2,9.7,41.88274,-87.626338
0.4,95.7,,,,,10.3,41.766477,-87.611546
2.8,95.1,,,,,10.1,41.88553,-87.766589
4.2,93.2,,,,,16.6,41.870742,-87.718666
0.0,95.4,,,,,10.3,41.858372,-87.722386
0.4,96.4,,,,,2.3,41.857755,-87.67521
,95.7,,,,,5.4,41.811183,-87.598786
4.9,94.1,1.4,88.5,79.7,67.2,11.2,41.795201,-87.711059
12.1,93.8,,,,,10.7,41.915039,-87.70028
7.5,92.9,,,,,9.6,41.815788,-87.633664
6.3,92.4,,,,,14.9,41.705342,-87.629869
,95.0,,,,,6.6,41.774571,-87.674865
7.5,93.2,,,,,9.9,41.865351,-87.653445
,94.7,0.9,88.5,79.7,67.2,13.2,41.900191,-87.662628
24.3,92.0,,,,,22.4,41.884876,-87.750445
21.6,81.7,9.5,88.5,79.7,67.2,46.2,41.847762,-87.698946
,62.6,37.3,,,67.2,78.0,41.965295,-87.659239
0.0,93.5,,,,,10.4,41.847947,-87.696006
1.3,95.0,,,,,3.2,41.939247,-87.67581
0.2,95.1,,,,,3.2,42.004408,-87.81117
7.4,88.5,3.3,88.5,79.7,67.2,27.0,41.688137,-87.53757
1.8,94.0,,,,,12.1,41.829993,-87.641103
58.3,84.3,0.5,88.5,79.7,67.2,42.1,41.805204,-87.625004
,93.3,2.8,88.5,79.7,67.2,10.8,41.865817,-87.676111
,79.7,34.4,,,67.2,,41.939433,-87.705206
1.7,92.8,,,,,17.1,41.733324,-87.54428
2.7,96.2,,,,,17.9,41.959984,-87.649749
1.7,96.8,,,,,2.7,41.807143,-87.666037
,93.9,3.2,88.5,79.7,67.2,14.6,41.855999,-87.628531
0.7,93.8,,,,,9.3,41.914151,-87.798721
,,,,,,,41.688191,-87.685677
0.5,94.5,,,,,8.7,41.90652,-87.710217
1.0,94.5,,,,,4.7,41.738844,-87.729955
0.1,94.5,,,,,6.4,41.773825866,-87.79974193
2.5,95.5,,,,,3.4,41.696496,-87.639974
2.2,85.1,41.5,,,67.2,,41.803515,-87.667378
7.9,93.2,,,,,13.0,41.731717,-87.552788
16.3,85.3,2.2,88.5,79.7,67.2,28.3,41.954764,-87.668953
0.4,95.7,,,,,1.0,41.94953,-87.686018
18.0,85.6,2.6,88.5,79.7,67.2,35.2,41.965547,-87.652473
3.5,93.6,,,,,8.0,41.68942,-87.669159
5.4,96.3,,,,,6.9,41.768143,-87.691787
3.3,95.3,,,,,5.4,41.842267,-87.7063
1.1,94.8,,,,,5.3,41.956988,-87.761007
7.4,94.4,,,,,9.0,41.879714,-87.708092
,,,,,,,41.862077,-87.717642
,62.5,42.1,,,67.2,71.1,41.751377,-87.641731
0.4,95.7,,,,,3.2,41.720817,-87.665559
1.3,94.9,,,,,4.1,41.972394,-87.757565
0.7,94.7,,,,,8.5,41.942552,-87.813132
1.0,94.4,,,,,11.0,41.850481,-87.673392
0.5,95.4,,,,,5.2,41.912505,-87.696941
,94.9,,,,,6.2,41.887413,-87.702704
24.3,82.0,6.6,88.5,79.7,67.2,41.5,41.718372,-87.620623
0.3,94.9,,,,,3.8,41.789965,-87.779483
8.0,84.8,3.3,88.5,79.7,67.2,45.0,41.840226,-87.617637
3.8,92.2,,,,,12.8,41.784681,-87.657169
2.9,95.2,,,,,6.5,41.858849,-87.662209
0.2,94.5,,,,,7.7,41.838791,-87.71719
5.0,95.4,,,,,3.5,41.86698,-87.727244
0.0,95.5,,,,,3.9,41.995359,-87.684793
5.5,94.8,,,,,8.6,41.797685,-87.659933
2.4,95.1,,,,,3.6,41.742351,-87.70961
8.3,94.9,,,,,4.0,41.705131,-87.658074
0.6,93.3,,,,,9.7,41.670618,-87.622546
0.2,95.4,,,,,2.2,41.902914,-87.673696
0.0,93.8,,,,,15.1,41.740184,-87.601174
0.2,95.8,,,,,1.7,41.999437,-87.76184
,93.6,4.0,88.5,79.7,67.2,29.2,41.781498,-87.634357
,,,,,,35.5,41.770251,-87.639061
30.1,79.7,2.5,88.5,79.7,67.2,64.5,41.885993,-87.761916
3.8,92.8,,,,,9.6,41.784313,-87.688549
0.2,95.0,,,,,5.3,41.935785,-87.749331
1.1,94.1,,,,,12.3,41.860518,-87.731777
,95.6,,,,,4.1,41.813109,-87.693238
0.7,96.4,,,,,2.3,41.971504,-87.710609
0.0,92.1,,,,,13.0,41.754365,-87.557142
4.9,94.1,,,,,6.9,41.840957,-87.705064
1.1,94.7,,,,,8.9,41.773478,-87.601018
,97.3,,,,,1.2,41.900344,-87.689896
,94.0,,,,,9.2,41.684433,-87.616888
0.0,92.7,,,,,17.2,41.817349,-87.599067
0.9,95.3,,,,,2.0,41.928841,-87.669528
1.5,94.4,,,,,7.9,41.833854,-87.650653
0.1,94.5,,,,,5.5,41.949114,-87.798669
5.5,93.8,,,,,9.0,41.654558,-87.544614
0.0,97.5,,,79.7,,,41.867832,-87.680418
,75.8,31.4,,,67.2,,41.808226,-87.702645
,,,,,,,41.907797,-87.645561
1.5,94.6,,,,,5.9,41.877979,-87.766298
3.7,94.4,,,,,8.9,41.802343,-87.672206
0.9,95.9,,,,,3.9,41.683907,-87.655384
2.3,94.1,,,,,5.9,41.882997,-87.670682
,94.4,,,,,9.4,41.983371,-87.67116
,94.0,1.1,88.5,79.7,67.2,5.5,41.938988,-87.741129
16.7,85.8,3.7,88.5,79.7,67.2,35.1,41.946365,-87.735612
,94.4,1.9,88.5,79.7,67.2,7.3,42.016476,-87.684406
,94.2,2.6,88.5,79.7,67.2,9.5,41.92563,-87.769808
,96.1,,,,,1.3,41.743122,-87.665721
,95.8,,,,,3.6,41.85837,-87.721071
3.4,93.6,,,,,1.3,41.716989,-87.596932
3.4,95.3,,,,,5.4,41.700335,-87.611244
0.2,92.9,0.5,88.5,79.7,67.2,6.7,41.946645,-87.691013
,95.5,,,,,5.7,41.850035,-87.692551
2.0,94.7,,,,,8.4,41.804174,-87.604925
,94.7,,,,,8.4,41.907797,-87.664072
0.0,95.3,,,,,4.1,41.706801,-87.535175
,92.9,,,,,9.9,41.775367,-87.663996
0.0,95.3,,,,,3.9,41.922831,-87.6929
1.0,95.5,,,,,2.8,41.797714,-87.689139
1.8,94.7,,,,,4.8,41.795031,-87.791544
0.8,94.8,,,,,4.5,41.973715,-87.841041
3.9,94.5,,,,,11.6,41.759548,-87.590712
,64.5,29.3,,,67.2,78.5,41.90285,-87.696006
0.6,94.2,,,,,9.1,41.931762,-87.795604
5.0,93.2,,,,,16.2,41.899171,-87.755813
,88.3,4.5,88.5,79.7,67.2,31.7,41.778369,-87.635117
,63.5,31.8,,,67.2,71.3,41.880447,-87.742539
0.4,95.4,,,,,5.1,41.841394,-87.734313
2.2,94.2,,,,,7.5,41.748247,-87.591654
8.2,89.8,0.2,88.5,79.7,67.2,30.4,41.872885,-87.753325
3.2,95.7,,,,,3.8,41.764407,-87.706445
0.7,95.5,,,,,4.7,41.766785,-87.719541
0.0,93.0,,,,,18.2,41.739226,-87.580729
1.6,97.5,,,,,0.2,41.813007,-87.699364
0.0,73.4,30.7,,79.7,67.2,,41.759749,-87.556487
0.6,94.9,,,,,7.2,41.771079,-87.73992
3.7,94.4,,,,,7.1,41.837065,-87.718697
1.7,94.3,,,,,5.7,41.698739,-87.532976
1.8,89.4,6.2,88.5,79.7,67.2,26.0,41.818729,-87.694639
44.9,86.7,0.8,88.5,79.7,67.2,39.6,41.898995,-87.667483
18.8,85.9,4.7,88.5,79.7,67.2,38.5,41.749376,-87.721097
0.0,73.7,,,79.7,67.2,,41.842533,-87.695261
0.0,,,,,,1.6,41.789597,-87.72638
5.4,94.8,,,,,7.0,41.861836,-87.703139
,95.6,,,,,5.4,41.937476,-87.699594
,59.7,50.0,,,67.2,77.5,41.901572,-87.70686
6.5,93.5,,,,,12.5,41.741413,-87.56597
,94.2,,,,,9.2,41.733333,-87.54558
1.0,94.6,,,,,9.7,41.699726,-87.562084
0.1,95.4,,,,,5.5,41.975754,-87.696556
,85.5,3.5,88.5,79.7,67.2,39.8,41.881733,-87.733778
15.8,92.4,0.6,88.5,79.7,67.2,12.9,41.65629,-87.59062
